isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,content_bundle,short_summary
9780000000000.0,374527059,The Oresteia of Aeschylus,A New Translation by Ted Hughes,Aeschylus;Ted Hughes,Drama,http://books.google.com/books/content?id=Wk4955xRHPkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents a modern translation of the ancient Greek trilogy which traces the chain of murder and revenge within the royal family of Argos, commissioned by the Royal National Theatre for performance in the Fall of 1999.",2000.0,4.01,208,211,"Title: The Oresteia of Aeschylus. Author: Aeschylus;Ted Hughes. Category: Drama. Description: Presents a modern translation of the ancient Greek trilogy which traces the chain of murder and revenge within the royal family of Argos, commissioned by the Royal National Theatre for performance in the Fall of 1999.","This ancient Greek trilogy follows the chain of murder and revenge within the royal family of Argos, exploring themes of power, loyalty, and betrayal."
9780000000000.0,374528535,"Get Out of My Life, But First Could You Drive Me & Cheryl to the Mall",A Parent's Guide to the New Teenager,Anthony E. Wolf,Family & Relationships,http://books.google.com/books/content?id=oKdbCk_05wQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A lighthearted but insightful guide to raising adolescent children shows parents how to deal with teenagers living in a faster-paced, less morally certain world than the one they knew. Original. 50,000 first printing.",2002.0,3.94,240,1301,"Title: Get Out of My Life, But First Could You Drive Me & Cheryl to the Mall. Author: Anthony E. Wolf. Category: Family & Relationships. Description: A lighthearted but insightful guide to raising adolescent children shows parents how to deal with teenagers living in a faster-paced, less morally certain world than the one they knew. Original. 50,000 first printing.","This guide helps parents navigate the challenges of raising teenagers in a rapidly changing world, offering insights into dealing with the complexities of adolescence."
9780000000000.0,374528551,Selected Verse,Revised Bilingual Edition,Federico García Lorca;Christopher Maurer;Catherine Brown,Poetry,http://books.google.com/books/content?id=iR2qE4iwXyEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Gathers poems ranging from the playful to the elegaic, and includes English translations and the original Spanish texts.",2004.0,4.43,432,184,"Title: Selected Verse. Author: Federico García Lorca;Christopher Maurer;Catherine Brown. Category: Poetry. Description: Gathers poems ranging from the playful to the elegaic, and includes English translations and the original Spanish texts.","This collection of poems spans a range of emotions, featuring playful and elegiac works in both English and Spanish translations."
9780000000000.0,374528667,Crescent and Star,Turkey Between Two Worlds,Stephen Kinzer,History,http://books.google.com/books/content?id=wRGeIkGd3tcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Examining the glories of its past and its hopes for the future, the author explores Turkey's unrealized potential as a nation poised between Europe and Asia.",2002.0,3.83,272,784,"Title: Crescent and Star. Author: Stephen Kinzer. Category: History. Description: Examining the glories of its past and its hopes for the future, the author explores Turkey's unrealized potential as a nation poised between Europe and Asia.","This non-fiction book explores Turkey's history and its aspirations, examining the country's position between Europe and Asia and its unrealized potential as a nation."
9780000000000.0,374529264,Memoirs of Hadrian,,Marguerite Yourcenar;Grace Frick,Fiction,http://books.google.com/books/content?id=7nPUBQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Both an exploration of character and a reflection on the meaning of history, Memoirs of Hadrian has received international acclaim since its first publication in France in 1951. In it, Marguerite Yourcenar reimagines the Emperor Hadrian's arduous boyhood, his triumphs and reversals, and finally, as emperor, his gradual reordering of a war-torn world, writing with the imaginative insight of a great writer of the twentieth century while crafting a prose style as elegant and precise as those of the Latin stylists of Hadrian's own era.",2005.0,4.25,347,9904,"Title: Memoirs of Hadrian. Author: Marguerite Yourcenar;Grace Frick. Category: Fiction. Description: Both an exploration of character and a reflection on the meaning of history, Memoirs of Hadrian has received international acclaim since its first publication in France in 1951. In it, Marguerite Yourcenar reimagines the Emperor Hadrian's arduous boyhood, his triumphs and reversals, and finally, as emperor, his gradual reordering of a war-torn world, writing with the imaginative insight of a great writer of the twentieth century while crafting a prose style as elegant and precise as those of the Latin stylists of Hadrian's own era.","The Emperor Hadrian's life is reimagined, from his tumultuous childhood to his reign as emperor, as he navigates the complexities of power and history."
9780000000000.0,374529388,The Fixer,A Novel,Bernard Malamud,Fiction,http://books.google.com/books/content?id=bbmRGBT6XEcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A Jew in Tsarist Russia is accused of murdering a Catholic boy and suffers from mistreatment in prison.,2004.0,3.95,335,8394,Title: The Fixer. Author: Bernard Malamud. Category: Fiction. Description: A Jew in Tsarist Russia is accused of murdering a Catholic boy and suffers from mistreatment in prison.,"A Jew in Tsarist Russia is wrongly accused of murdering a Catholic boy and faces brutal mistreatment in prison, sparking a desperate struggle for survival and justice."
9780000000000.0,374529604,The Poetry of Pablo Neruda,,Pablo Neruda;Ilan Stavans,Poetry,http://books.google.com/books/content?id=raJau9eL-MgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of poems by the Nobel Prize-winning author features translations, many of them specially commissioned, of almost six hundred works.",2005.0,4.45,1040,15986,"Title: The Poetry of Pablo Neruda. Author: Pablo Neruda;Ilan Stavans. Category: Poetry. Description: A collection of poems by the Nobel Prize-winning author features translations, many of them specially commissioned, of almost six hundred works.","This collection of poems by a Nobel Prize-winning author features translations of nearly six hundred works, showcasing a vast range of literary expression."
9780000000000.0,374529949,Play It As It Lays,A Novel,Joan Didion,Fiction,http://books.google.com/books/content?id=mvSNZow9jksC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A ruthless dissection of American life in the late 1960s, Play It as It Lays captures the mood of an entire generation, the ennui of contemporary society reflected in spare prose that blisters and haunts the reader. Set in a place beyond good and evil-literally in Hollywood, Las Vegas, and the barren wastes of the Mojave Desert, but figuratively in the landscape of an arid soul-it remains more than three decades after its original publication a profoundly disturbing novel, riveting in its exploration of a woman and a society in crisis and stunning in the still-startling intensity of its prose.",2005.0,3.87,231,21868,"Title: Play It As It Lays. Author: Joan Didion. Category: Fiction. Description: A ruthless dissection of American life in the late 1960s, Play It as It Lays captures the mood of an entire generation, the ennui of contemporary society reflected in spare prose that blisters and haunts the reader. Set in a place beyond good and evil-literally in Hollywood, Las Vegas, and the barren wastes of the Mojave Desert, but figuratively in the landscape of an arid soul-it remains more than three decades after its original publication a profoundly disturbing novel, riveting in its exploration of a woman and a society in crisis and stunning in the still-startling intensity of its prose.","In late 1960s America, a woman navigates a barren and morally ambiguous landscape, struggling with the ennui of contemporary society. Her journey is a reflection of a generation and society in crisis."
9780000000000.0,374530254,Gimpel the Fool,And Other Stories,Isaac Bashevis Singer,Fiction,http://books.google.com/books/content?id=GLacGqTFTBgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Isaac Bashevis Singer's first collection of stories, Gimpel the Fool, is a landmark work that has attracted international acclaim since it was first published in 1957. In Saul Bellow's masterly translation, the title story follows the exploits of Gimpel, an ingenuous baker who is universally deceived but who declines to retaliate against his tormentors. Gimpel and the protagonists of the other stories in this volume all inhabit the distinctive pre-World War II ghettos of Poland and, beyond that, the larger world created by Singer's unforgettable prose.",1957.0,4.16,224,1683,"Title: Gimpel the Fool. Author: Isaac Bashevis Singer. Category: Fiction. Description: Isaac Bashevis Singer's first collection of stories, Gimpel the Fool, is a landmark work that has attracted international acclaim since it was first published in 1957. In Saul Bellow's masterly translation, the title story follows the exploits of Gimpel, an ingenuous baker who is universally deceived but who declines to retaliate against his tormentors. Gimpel and the protagonists of the other stories in this volume all inhabit the distinctive pre-World War II ghettos of Poland and, beyond that, the larger world created by Singer's unforgettable prose.","Gimpel, an ingenuous baker, is universally deceived by his tormentors but declines to retaliate, instead enduring their schemes with a mix of naivety and resilience. He inhabits the pre-World War II ghettos of Poland in Singer's vividly rendered stories."
9780000000000.0,374530300,Martin and John,A Novel,Dale Peck,Fiction,http://books.google.com/books/content?id=5bh4680Gf6gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Peck weaves together two sets of stories--the story of John's life and the stories that John writes in his journals--to create a compelling portrait of a homosexual artist confronted with his own mortality in the wake of AIDS. ""A stunning debut"".--The New York Times.",2006.0,3.73,248,694,"Title: Martin and John. Author: Dale Peck. Category: Fiction. Description: Peck weaves together two sets of stories--the story of John's life and the stories that John writes in his journals--to create a compelling portrait of a homosexual artist confronted with his own mortality in the wake of AIDS. ""A stunning debut"".--The New York Times.","A homosexual artist, John, grapples with his mortality as the AIDS epidemic looms, and his life is reflected through the stories he writes in his journals."
9780000000000.0,374530319,Georgics (Zongo Classics),,Virgil,Poetry,http://books.google.com/books/content?id=JJGJDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Georgics is a poem by Latin poet Virgil, likely published in 29 BC. As the name suggests (from the Greek word γεωργικά, geōrgika, i.e. ""agricultural (things)"") the subject of the poem is agriculture; but far from being an example of peaceful rural poetry, it is a work characterized by tensions in both theme and purpose. The Georgics is considered Virgil's second major work, following his Eclogues and preceding the Aeneid. The poem draws on a variety of prior sources,[citation needed] and has influenced many later authors from antiquity to the present.",2017.0,3.85,224,77,"Title: Georgics (Zongo Classics). Author: Virgil. Category: Poetry. Description: The Georgics is a poem by Latin poet Virgil, likely published in 29 BC. As the name suggests (from the Greek word γεωργικά, geōrgika, i.e. ""agricultural (things)"") the subject of the poem is agriculture; but far from being an example of peaceful rural poetry, it is a work characterized by tensions in both theme and purpose. The Georgics is considered Virgil's second major work, following his Eclogues and preceding the Aeneid. The poem draws on a variety of prior sources,[citation needed] and has influenced many later authors from antiquity to the present.","The Georgics is a poem by Virgil that explores the subject of agriculture, revealing tensions between its peaceful theme and underlying purpose. It draws on various prior sources and is considered a significant work in Virgil's oeuvre."
9780000000000.0,374530491,Palm-of-the-Hand Stories,,Yasunari Kawabata;Lane Dunlop;J. Martin Holman,Fiction,http://books.google.com/books/content?id=GT10AlhQeksC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Nobel Prize winner Yasunari Kawabata felt the essence of his art was to be found not in his longer works but in a series of short-stories which he called Palm-of-the-hand-stories - written over the span of his career. In them we find loneliness, love and the passage of time, demonstrating the range and complexity of a true master.",2006.0,4.0,288,1721,"Title: Palm-of-the-Hand Stories. Author: Yasunari Kawabata;Lane Dunlop;J. Martin Holman. Category: Fiction. Description: Nobel Prize winner Yasunari Kawabata felt the essence of his art was to be found not in his longer works but in a series of short-stories which he called Palm-of-the-hand-stories - written over the span of his career. In them we find loneliness, love and the passage of time, demonstrating the range and complexity of a true master.","Yasunari Kawabata's Palm-of-the-hand-stories explore themes of loneliness, love, and the passage of time through a series of short-stories showcasing his mastery of the craft."
9780000000000.0,374530718,Sophie's World,A Novel About the History of Philosophy,Jostein Gaarder,Fiction,http://books.google.com/books/content?id=-o1MPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A page-turning novel that is also an exploration of the great philosophical concepts of Western thought, Sophie's World has fired the imagination of readers all over the world, with more than twenty million copies in print. One day fourteen-year-old Sophie Amundsen comes home from school to find in her mailbox two notes, with one question on each: ""Who are you?"" and ""Where does the world come from?"" From that irresistible beginning, Sophie becomes obsessed with questions that take her far beyond what she knows of her Norwegian village. Through those letters, she enrolls in a kind of correspondence course, covering Socrates to Sartre, with a mysterious philosopher, while receiving letters addressed to another girl. Who is Hilde? And why does her mail keep turning up? To unravel this riddle, Sophie must use the philosophy she is learning--but the truth turns out to be far more complicated than she could have imagined.",2007.0,3.91,518,4273,"Title: Sophie's World. Author: Jostein Gaarder. Category: Fiction. Description: A page-turning novel that is also an exploration of the great philosophical concepts of Western thought, Sophie's World has fired the imagination of readers all over the world, with more than twenty million copies in print. One day fourteen-year-old Sophie Amundsen comes home from school to find in her mailbox two notes, with one question on each: ""Who are you?"" and ""Where does the world come from?"" From that irresistible beginning, Sophie becomes obsessed with questions that take her far beyond what she knows of her Norwegian village. Through those letters, she enrolls in a kind of correspondence course, covering Socrates to Sartre, with a mysterious philosopher, while receiving letters addressed to another girl. Who is Hilde? And why does her mail keep turning up? To unravel this riddle, Sophie must use the philosophy she is learning--but the truth turns out to be far more complicated than she could have imagined.","Fourteen-year-old Sophie Amundsen receives mysterious letters that lead her on a philosophical journey through Western thought, from Socrates to Sartre, as she tries to unravel the identity of another girl, Hilde, and the truth behind the letters."
9780000000000.0,374626235,The complete stories,,Flannery O'Connor,Short stories,http://books.google.com/books/content?id=daBNh2-ZJTgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""The publication of this extraordinary volume firmly established Flannery O'Connor's monumental contribution to American fiction. There are thirty-one stories here in all, including twelve that do not appear in the only two short story collections O'Connor put together in her short lifetime -- Everything that Rises Must Converge and A Good Man Is Hard to Find."" - back cover.",1971.0,4.4,555,264,"Title: The complete stories. Author: Flannery O'Connor. Category: Short stories. Description: ""The publication of this extraordinary volume firmly established Flannery O'Connor's monumental contribution to American fiction. There are thirty-one stories here in all, including twelve that do not appear in the only two short story collections O'Connor put together in her short lifetime -- Everything that Rises Must Converge and A Good Man Is Hard to Find."" - back cover.","This collection of Flannery O'Connor's stories showcases her significant contribution to American fiction, featuring thirty-one tales, including twelve previously unpublished works."
9780000000000.0,375400702,Molloy,Malone Dies ; The Unnamable,Samuel Beckett,Fiction,http://books.google.com/books/content?id=xL-5SgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Mysteriously imprisoned, Molloy disappears while looking for his mother; a dying man looks back on his life; and, a nameless individual ponders his existence",1997.0,4.28,512,6612,"Title: Molloy. Author: Samuel Beckett. Category: Fiction. Description: Mysteriously imprisoned, Molloy disappears while looking for his mother; a dying man looks back on his life; and, a nameless individual ponders his existence","The story revolves around three disconnected narratives: Molloy's disappearance while searching for his mother, a dying man's reflection on his life, and a nameless individual's existential crisis. These tales explore themes of identity and mortality."
9780000000000.0,375408274,Ralph Ellison,A Biography,Arnold Rampersad,Biography & Autobiography,http://books.google.com/books/content?id=aKkQOf8hJMkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A critical biography of the author of Invisible Man draws on access to Ellison's personal papers to offer a definitive study of the life, work, and influence of Ralph Ellison, detailing his poverty-stricken Oklahoma youth, his education and involvement in New York's liberal intellectual circles, his personal relationships, and the influence of racism on his life. 40,000 first printing.",2007.0,4.14,657,180,"Title: Ralph Ellison. Author: Arnold Rampersad. Category: Biography & Autobiography. Description: A critical biography of the author of Invisible Man draws on access to Ellison's personal papers to offer a definitive study of the life, work, and influence of Ralph Ellison, detailing his poverty-stricken Oklahoma youth, his education and involvement in New York's liberal intellectual circles, his personal relationships, and the influence of racism on his life. 40,000 first printing.","This biography explores Ralph Ellison's life, from his poverty-stricken Oklahoma youth to his rise as a prominent intellectual in New York, influenced by racism throughout."
9780000000000.0,375411720,Collected Shorter Fiction,,graf Leo Tolstoy;Louise Maude,Fiction,http://books.google.com/books/content?id=fQr5yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Collects Tolstoy's shorter fiction, offering insight into his life as a soldier, married life, interest in peasantry, belief in truth and simplicity, and interest in religion.",2001.0,4.42,848,65,"Title: Collected Shorter Fiction. Author: graf Leo Tolstoy;Louise Maude. Category: Fiction. Description: Collects Tolstoy's shorter fiction, offering insight into his life as a soldier, married life, interest in peasantry, belief in truth and simplicity, and interest in religion.","This collection of Tolstoy's shorter fiction explores his life experiences, including his time as a soldier, married life, and spiritual explorations, offering a glimpse into his philosophical and personal beliefs."
9780000000000.0,375413316,Palace Walk,Palace of Desire ; Sugar Street,Najīb Mahfūz;Ṣabrī Ḥāfiẓ,Fiction,http://books.google.com/books/content?id=GwyBAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A series of historical fiction based on the life of a family living in Cairo during the British Colonial period and afterward.,2019.0,4.46,1313,3194,Title: Palace Walk. Author: Najīb Mahfūz;Ṣabrī Ḥāfiẓ. Category: Fiction. Description: A series of historical fiction based on the life of a family living in Cairo during the British Colonial period and afterward.,"In Cairo during the British Colonial period, a family navigates the complexities of colonial rule and cultural identity, while also facing personal struggles and relationships. Their story unfolds across decades of Egyptian history."
9780000000000.0,037542105X,On Late Style,Music And Literature Against the Grain,Edward W. Saïd,Literary Criticism,http://books.google.com/books/content?id=McQB4v7KcHIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of essays by the late cultural critic explores great works of music and literature produced by Beethoven, Schoenberg, Mann, Cavafy, Beckett, Gould, Straus, Genet, and others at the end of their creative lives, analyzing how these works differed from previous ones and what they reveal about each musician's or writer's artistic evolution. 15,000 first printing.",2006.0,3.92,176,10,"Title: On Late Style. Author: Edward W. Saïd. Category: Literary Criticism. Description: A collection of essays by the late cultural critic explores great works of music and literature produced by Beethoven, Schoenberg, Mann, Cavafy, Beckett, Gould, Straus, Genet, and others at the end of their creative lives, analyzing how these works differed from previous ones and what they reveal about each musician's or writer's artistic evolution. 15,000 first printing.","This collection of essays analyzes the late works of renowned artists, exploring how their final creations differed from previous ones and reveal their artistic evolution. It examines the music and literature of Beethoven, Schoenberg, and others."
9780000000000.0,375422714,The Good Husband of Zebra Drive,,Alexander McCall Smith,Botswana,http://books.google.com/books/content?id=tw_UjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Handling a busy case load at The No. 1 Ladies' Detective Agency and contending with an intruder in her home, Mma Ramotswe has plenty on her mind. So when her unfortunate past returns to haunt her, she is happy her husband, Mr. J.L.B. Matekoni, is distracted as well. It seems one of his apprentices at Tlokweng Road Speedy Motors has raced off with an older, wealthy woman.",2007.0,4.07,233,21433,"Title: The Good Husband of Zebra Drive. Author: Alexander McCall Smith. Category: Botswana. Description: Handling a busy case load at The No. 1 Ladies' Detective Agency and contending with an intruder in her home, Mma Ramotswe has plenty on her mind. So when her unfortunate past returns to haunt her, she is happy her husband, Mr. J.L.B. Matekoni, is distracted as well. It seems one of his apprentices at Tlokweng Road Speedy Motors has raced off with an older, wealthy woman.","Mma Ramotswe navigates a busy case load and a personal crisis when her past resurfaces, while her husband's apprentice runs off with a wealthy woman, distracting him and adding to her concerns."
9780000000000.0,375422722,Blue Shoes and Happiness,,Alexander McCall Smith,Botswana,http://books.google.com/books/content?id=ophlvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"P.I. Precious Ramotswe comes face to face with a cobra, investigates a swindling doctor, and discovers that Aunty Emang isn't what she seems to.",2006.0,4.06,227,365,"Title: Blue Shoes and Happiness. Author: Alexander McCall Smith. Category: Botswana. Description: P.I. Precious Ramotswe comes face to face with a cobra, investigates a swindling doctor, and discovers that Aunty Emang isn't what she seems to.","P.I. Precious Ramotswe navigates a complex case involving a swindling doctor, while also uncovering a surprising truth about her own aunt, Aunty Emang."
9780000000000.0,037542380X,Black Hole,,Charles Burns,Comics & Graphic Novels,http://books.google.com/books/content?id=dtuEDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Seattle teenagers of the 1970s are suddenly faced with a devastating, disfiguring, and incurable plague that spreads only through sexual contact.",2005.0,3.83,368,36698,"Title: Black Hole. Author: Charles Burns. Category: Comics & Graphic Novels. Description: Seattle teenagers of the 1970s are suddenly faced with a devastating, disfiguring, and incurable plague that spreads only through sexual contact.","In 1970s Seattle, a mysterious and incurable plague spreads through sexual contact, devastating the lives of teenagers and forcing them to navigate a new reality of fear and isolation."
9780000000000.0,375500723,The Heart of a Woman,,Maya Angelou,Biography & Autobiography,http://books.google.com/books/content?id=6VFhQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the fourth volume of her autobiography, the author describes her experiences as a singer-dancer in New York and her impressions of the Civil Rights movement",1997.0,4.2,288,17403,"Title: The Heart of a Woman. Author: Maya Angelou. Category: Biography & Autobiography. Description: In the fourth volume of her autobiography, the author describes her experiences as a singer-dancer in New York and her impressions of the Civil Rights movement","The author recounts her experiences as a singer-dancer in New York, intersecting with the city's vibrant Civil Rights movement of the time."
9780000000000.0,375507159,Cliffs of Despair,A Journey to the Edge,Tom Hunt,Psychology,http://books.google.com/books/content?id=Tb32wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Interweaving personal reminiscences and investigative journalism, describes the author's journey--in the wake of his grief over a close relative's suicide--to Beachy Head, England, one of the most popular suicide spots in the world.",2006.0,3.72,256,70,"Title: Cliffs of Despair. Author: Tom Hunt. Category: Psychology. Description: Interweaving personal reminiscences and investigative journalism, describes the author's journey--in the wake of his grief over a close relative's suicide--to Beachy Head, England, one of the most popular suicide spots in the world.","After a close relative's suicide, the author embarks on a personal journey to Beachy Head, England, one of the world's most notorious suicide spots, in a quest for understanding and healing."
9780000000000.0,375507906,In Cold Blood,A True Account of a Multiple Murder and Its Consequences,Truman Capote,True Crime,http://books.google.com/books/content?id=mvSsQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A special anniversary edition presents Capote's masterful account of the senseless 1959 murders of four members of a farm family in Holcomb, Kansas, and the search for the killers, Richard Eugene Hickock and Perry Edward Smith. Reissue. 10,000 first printing.",1966.0,4.07,343,3165,"Title: In Cold Blood. Author: Truman Capote. Category: True Crime. Description: A special anniversary edition presents Capote's masterful account of the senseless 1959 murders of four members of a farm family in Holcomb, Kansas, and the search for the killers, Richard Eugene Hickock and Perry Edward Smith. Reissue. 10,000 first printing.","In 1959, four members of a farm family are brutally murdered in Holcomb, Kansas, leading to a search for the killers, Richard Eugene Hickock and Perry Edward Smith."
9780000000000.0,375509178,Shakespeare's Kitchen,Renaissance Recipes for the Contemporary Cook,Francine Segan,Cooking,http://books.google.com/books/content?id=ecwAAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A noted food historian brings to life the classic foods of William Shakepeare's world in a series of updated, easy-to-prepare recipes, drawn from sixteenth- and seventeenth-century cookbooks, for a variety of tasty dishes that include Grilled Tuna with Carrots and Sweet Onions, Fish Bisque with Chestnuts and Artichokes, and Red Snapper with Caviar, among others. 35,000 first printing.",2003.0,3.99,288,108,"Title: Shakespeare's Kitchen. Author: Francine Segan. Category: Cooking. Description: A noted food historian brings to life the classic foods of William Shakepeare's world in a series of updated, easy-to-prepare recipes, drawn from sixteenth- and seventeenth-century cookbooks, for a variety of tasty dishes that include Grilled Tuna with Carrots and Sweet Onions, Fish Bisque with Chestnuts and Artichokes, and Red Snapper with Caviar, among others. 35,000 first printing.","A food historian reimagines classic dishes from Shakespeare's era, drawing from 16th- and 17th-century cookbooks to create updated, easy-to-prepare recipes for a variety of traditional dishes."
9780000000000.0,375700129,As She Climbed Across the Table,,Jonathan Lethem,Fiction,http://books.google.com/books/content?id=dwaPDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Deeply in love with physicist Alice Coombs, professor Philip Engstrand becomes involved in Alice's research into the creation of ""Lack,"" a conscious void in the universe that swallows up things it fancies",1998.0,3.67,224,4374,"Title: As She Climbed Across the Table. Author: Jonathan Lethem. Category: Fiction. Description: Deeply in love with physicist Alice Coombs, professor Philip Engstrand becomes involved in Alice's research into the creation of ""Lack,"" a conscious void in the universe that swallows up things it fancies","Professor Philip Engstrand becomes entangled in physicist Alice Coombs' research on ""Lack,"" a conscious void that consumes objects, driven by his deep love for her and the potential consequences of her groundbreaking discovery."
9780000000000.0,375700269,Evening,,Susan Minot,Fiction,http://books.google.com/books/content?id=6oyODQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Now ailing and surrounded by her children, sixty-five-year-old Ann Grant Lord reminisces about a glorious summer weekend some forty years earlier during which she met and lost the love of her life. By the author of Folly. 100,000 first printing. Tour.",1999.0,3.36,288,3695,"Title: Evening. Author: Susan Minot. Category: Fiction. Description: Now ailing and surrounded by her children, sixty-five-year-old Ann Grant Lord reminisces about a glorious summer weekend some forty years earlier during which she met and lost the love of her life. By the author of Folly. 100,000 first printing. Tour.","Ann Grant Lord reminisces about a summer weekend forty years earlier when she met the love of her life, but ultimately lost him. This nostalgic memory is triggered by her current ailing state."
9780000000000.0,375700811,The Executioner's Song,,Norman Mailer,Fiction,http://books.google.com/books/content?id=3y9uQ1ym0GUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Reconstructs the crime and fate of Gary Gilmore, the convicted murderer who sought his own execution in Utah, based on taped interviews with relatives, friends, lawyers, and law-enforcement officials.",1998.0,4.07,1056,15185,"Title: The Executioner's Song. Author: Norman Mailer. Category: Fiction. Description: Reconstructs the crime and fate of Gary Gilmore, the convicted murderer who sought his own execution in Utah, based on taped interviews with relatives, friends, lawyers, and law-enforcement officials.","The book reconstructs the crime and fate of Gary Gilmore, a convicted murderer who sought his own execution in Utah, through taped interviews with those close to him."
9780000000000.0,037570180X,Geisha,"The Life, the Voices, the Art",Jodi Cobb;Ian Buruma,Photography,http://books.google.com/books/content?id=GvuAJQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Looks inside the private world of the geisha to capture this unique icon of Japanese traditional culture, following the geisha's training, preparation for a performance, and role in Japanese society",1998.0,3.89,128,183,"Title: Geisha. Author: Jodi Cobb;Ian Buruma. Category: Photography. Description: Looks inside the private world of the geisha to capture this unique icon of Japanese traditional culture, following the geisha's training, preparation for a performance, and role in Japanese society","A young geisha's training and preparation for a traditional performance in Japanese society are explored, offering a glimpse into the private world of this iconic cultural figure."
9780000000000.0,375701885,The Amen Corner,A Play,James Baldwin,Drama,http://books.google.com/books/content?id=Ce93BmqmQz4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The play centers on the dilemma of the congregation of a Harlem storefront church when they realize Sister Margaret, their leader, is not a saint.",1998.0,3.9,112,427,"Title: The Amen Corner. Author: James Baldwin. Category: Drama. Description: The play centers on the dilemma of the congregation of a Harlem storefront church when they realize Sister Margaret, their leader, is not a saint.","A Harlem storefront church's congregation is shaken when they discover their leader, Sister Margaret, is not the saint they thought she was, forcing them to reevaluate their faith and values."
9780000000000.0,375701893,Tell Me how Long the Train's Been Gone,A Novel,James Baldwin,Fiction,http://books.google.com/books/content?id=CwePDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Leo Proudhammer, an African American actor, reminisces about his past life and loves, while lying in the hospital, recovering from a heart attack",1998.0,4.25,496,2013,"Title: Tell Me how Long the Train's Been Gone. Author: James Baldwin. Category: Fiction. Description: Leo Proudhammer, an African American actor, reminisces about his past life and loves, while lying in the hospital, recovering from a heart attack","Leo Proudhammer, an African American actor, reflects on his past life and loves while recovering from a heart attack in the hospital, revisiting memories of his relationships and career."
9780000000000.0,375701966,The Moviegoer,,Walker Percy,Fiction,http://books.google.com/books/content?id=9ShhHmdoSF0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Kate's desperate struggle to maintain her sanity forces her cousin Binx to relinquish his dreamworld,1998.0,3.69,242,20796,Title: The Moviegoer. Author: Walker Percy. Category: Fiction. Description: Kate's desperate struggle to maintain her sanity forces her cousin Binx to relinquish his dreamworld,"Kate's desperate struggle to maintain her sanity leads to her cousin Binx being pulled out of his dreamworld, forcing him to confront reality."
9780000000000.0,375702369,The World and Other Places,,Jeanette Winterson,Fiction,http://books.google.com/books/content?id=OMs_PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Presents a collection of seventeen stories spanning the author's career.,2000.0,3.87,240,1918,Title: The World and Other Places. Author: Jeanette Winterson. Category: Fiction. Description: Presents a collection of seventeen stories spanning the author's career.,Presents a collection of seventeen stories spanning the author's career.
